"Quem observou a orientação dos morcegos em 1794, contribuindo para a história da ultrassonografia?",Lazzaro Spallanzani.
Qual foi a descoberta dos irmãos Curie em 1880 essencial para a produção de ultrassom?,O efeito piezoelétrico.
Que evento histórico em 1912 impulsionou Richardson a pesquisar objetos submersos com som?,O naufrágio do Titanic.
Quem desenvolveu o primeiro gerador piezoelétrico de ultrassom em 1917?,Langevine e Chilowski.
Em que ano é que Dussik introduziu a utilização da ultrassonografia na medicina?,1942.
A ultrassonografia é um meio de diagnóstico que se baseia na _____ do som.,Reflexão.
Quais são as três etapas fundamentais do processo de imagem por ultrassom?,"Fonte produtora de som, deteção do som e processamento da imagem."
Indique uma vantagem da ultrassonografia em relação à segurança biológica.,Não utiliza radiação ionizante.
Qual é o tempo de jejum alimentar recomendado para a realização de uma ultrassonografia abdominal em pequenos animais?,8 horas.
Por que razão não se deve administrar leite antes de um exame de ultrassom?,Porque pode aumentar a quantidade de gases no trato gastrointestinal.
Qual é a recomendação relativa à micção antes de um exame de ultrassom abdominal?,Não urinar pelo menos 1 a 2 horas antes do exame.
Qual é a vantagem de manter a bexiga repleta durante a ultrassonografia?,Facilita a visualização da própria bexiga e de órgãos da região hipogástrica e pélvis.
Quais são os quatro decúbitos possíveis para o posicionamento de um animal no ultrassom?,"Lateral esquerdo, lateral direito, dorsal e posição quadrupedal."
Indique três parâmetros morfológicos avaliados na ultrassonografia de um órgão.,"Posição, tamanho e forma."
"Na ultrassonografia, a que se refere o termo 'ecogenicidade'?",À capacidade de um tecido refletir as ondas sonoras (brilho na imagem).
Cite dois exemplos de estruturas abdominais avaliadas por ultrassom.,Pâncreas e baço.
O que preconiza o princípio 'ALARA' na radiologia?,Manter a exposição à radiação tão baixa quanto razoavelmente possível.
Qual é a principal função dos dosímetros na equipa de radiologia?,Monitorizar a dose de radiação acumulada pelo profissional.
Qual é a principal desvantagem biológica da Tomografia Computorizada (TC)?,"A utilização de radiação X, que pode causar mutações genéticas."
Como é que o tubo de raios X se move na Tomografia Computorizada para criar imagens?,Roda $360^{\circ}$ em volta do paciente.
A Ressonância Magnética (RM) baseia-se na utilização de que dois elementos?,Um campo magnético potente e frequências de rádio.
Qual é a unidade de medida utilizada para a potência do campo magnético na RM?,Tesla ($T$).
Converta $1\ T$ (Tesla) para a unidade Gauss.,$1\ T = 10^4\ Gauss$.
"Na RM, que átomos do organismo são estimulados pelas ondas de rádio para emitir sinal?",Átomos de hidrogénio (protões).
O que acontece à magnetização dos protões quando são estimulados por ondas de rádio na RM?,Mudam a direção da sua magnetização para um estado energético maior.
O sinal 'T1' na Ressonância Magnética refere-se a que processo físico?,Magnetização longitudinal.
O sinal 'T2' na Ressonância Magnética refere-se a que processo físico?,Desmagnetização ou relaxamento transversal.
Qual é o risco de ter metal ferromagnético implantado num paciente que vai realizar uma RM?,"O metal pode deslocar-se ou aquecer, causando queimaduras."
O que é o 'efeito projétil' num ambiente de Ressonância Magnética?,O lançamento violento de objetos metálicos em direção ao íman.
Cite uma indicação clínica comum para RM em cães e gatos.,Patologias do parênquima cerebral ou hérnias discais.
Qual é a principal indicação da RM na medicina de equinos?,Diagnóstico de claudicações crónicas.
Aponte uma desvantagem prática da Ressonância Magnética comparada com a TC.,"A longa duração do exame, que pode demorar horas."
Como é administrado o radiofármaco num exame de Cintigrafia?,Por via intravenosa (EV).
Que tipo de radiação é detetada pela câmara num exame de medicina nuclear?,Raios gama.
"Ao contrário da radiografia, o que é que a Cintigrafia permite localizar com precisão?","Processos fisiológicos, inflamatórios e metabólicos."
O que representam os 'hot spots' numa imagem de cintigrafia óssea?,Áreas de aumento do metabolismo ou remodelação óssea.
Qual é o radioisótopo frequentemente utilizado na cintigrafia óssea equina?,Tecnécio-99m ($^{99m}Tc$).
A que substância se liga o Tecnécio-99m para realizar cintigrafia óssea?,Difosfonato de metileno (MDP).
Indique uma situação na medicina equina onde a cintigrafia é superior à radiação convencional.,Deteção de fraturas de stress não visíveis nos primeiros dias.
Qual é a principal limitação diagnóstica da cintigrafia?,"É pouco específica (não distingue facilmente entre fratura, infeção ou tumor)."
Por que razão os pacientes de medicina nuclear devem ser isolados após o exame?,Para permitir o decaimento da radioatividade do isótopo no seu corpo.
Durante quanto tempo deve um contentor de transporte permanecer em isolamento após um derrame de urina radioativa?,72 horas.
Qual é a função primordial da tecnologia PET (Positron Emission Tomography)?,Avaliar o metabolismo slice-by-slice através de isótopos.
Como se chama a máquina utilizada para criar os radioisótopos da tecnologia PET?,Ciclotrão (Cyclotron).
Qual é a espessura típica da resolução espacial num scanner PET?,Entre 5 a 10 mm.
O que permite a fusão de imagens CT e PET no mesmo exame?,Correlacionar dados anatómicos (CT) com dados funcionais/metabólicos (PET).
"Na monitorização de pessoal, o que mede a Transferência Linear de Energia (LET)?",A taxa de deposição de energia da radiação nos tecidos.
Qual é o componente da máquina de RM que deve estar imerso em câmaras de hélio e vácuo?,O íman supercondutor.
"Em medicina nuclear, o que acontece à radioatividade com o passar do tempo?",Sofre decaimento ou desintegração radioativa.
Qual é o posicionamento padrão para a parte de CT num estudo CT/PET em pequenos animais?,Dorsoventral ou ventrodorsal.
"Quanto tempo demora, em média, a aquisição da componente PET num estudo combinado?",Entre 20 a 40 minutos.
"Na RM, que nome se dá à alteração de frequência que permite diferenciar os tecidos?",Desvio químico (Chemical shift).
"No contexto de RM, o que é essencial fazer a todo o staff e visitantes antes de entrarem na sala?",Triagem de segurança através de um questionário escrito.
Qual é a principal diferença entre os métodos de imagem 'anatómicos' e a 'medicina nuclear'?,Os anatómicos avaliam a forma/estrutura; a medicina nuclear avalia a função/fisiologia.